Institution,Year,Month,Use of Force,Inmate Count,Rate
KVSP,2019,Apr,57,3710,15.36388140161725
LAC,2019,Apr,54,3230,16.71826625386997
PBSP,2019,Apr,9,2594,3.469545104086353
SAC,2019,Apr,59,2132,27.673545966228893
SVSP,2019,Apr,52,3387,15.352819604369648
CAC,2019,May,2,2466,0.8110300081103001
CCI,2019,May,57,3888,14.660493827160494
COR,2019,May,54,3228,16.728624535315983
HDSP,2019,May,29,3144,9.223918575063612
KVSP,2019,May,58,3677,15.773728583084036
LAC,2019,May,62,3231,19.189105540080472
PBSP,2019,May,14,2604,5.376344086021506
SAC,2019,May,51,2131,23.932426091037073
SVSP,2019,May,50,3242,15.42257865515114
CAC,2019,Jun,1,2458,0.4068348250610252
CCI,2019,Jun,47,3767,12.47677196708256
COR,2019,Jun,62,3223,19.23673596028545
HDSP,2019,Jun,23,3141,7.322508755173511
KVSP,2019,Jun,69,3631,19.003029468465986
LAC,2019,Jun,41,3239,12.658227848101266
PBSP,2019,Jun,7,2668,2.623688155922039
SAC,2019,Jun,63,2136,29.49438202247191
SVSP,2019,Jun,59,3203,18.420231033406182
CAC,2019,Jul,4,2367,1.6899028305872412
CCI,2019,Jul,26,3701,7.025128343690895
COR,2019,Jul,52,3205,16.224648985959437
HDSP,2019,Jul,26,3148,8.259212198221093
KVSP,2019,Jul,52,3609,14.408423385979495
LAC,2019,Jul,63,3217,19.5834628535903
PBSP,2019,Jul,15,2629,5.705591479650057
SAC,2019,Jul,69,2152,32.0631970260223
SVSP,2019,Jul,54,3191,16.922594797869007
CAC,2019,Aug,5,2330,2.1459227467811157
CCI,2019,Aug,35,3732,9.378349410503752
COR,2019,Aug,48,3237,14.828544949026877
HDSP,2019,Aug,37,3338,11.084481725584181
KVSP,2019,Aug,64,3621,17.67467550400442
LAC,2019,Aug,44,3197,13.76290272130122
PBSP,2019,Aug,17,2621,6.486074017550553
SAC,2019,Aug,62,2158,28.73030583873957
SVSP,2019,Aug,43,3101,13.866494679135764
CAC,2019,Sep,1,2382,0.41981528127623846
CCI,2019,Sep,46,3802,12.09889531825355
COR,2019,Sep,50,3270,15.290519877675841
HDSP,2019,Sep,36,3211,11.211460604173155
KVSP,2019,Sep,44,3584,12.276785714285714
LAC,2019,Sep,47,3157,14.887551472917327
PBSP,2019,Sep,10,2622,3.8138825324180012
SAC,2019,Sep,62,2156,28.7569573283859
SVSP,2019,Sep,57,3060,18.627450980392158
CAC,2019,Oct,5,2346,2.131287297527707
CCI,2019,Oct,27,3774,7.154213036565978
COR,2019,Oct,41,3273,12.526733883287504
HDSP,2019,Oct,34,3219,10.56228642435539
KVSP,2019,Oct,57,3607,15.802606043803715
LAC,2019,Oct,48,3165,15.165876777251185
PBSP,2019,Oct,10,2649,3.775009437523594
SAC,2019,Oct,72,2184,32.96703296703297
SVSP,2019,Oct,30,2982,10.060362173038229
CAC,2019,Nov,4,2252,1.7761989342806395
CCI,2019,Nov,28,3743,7.480630510285867
COR,2019,Nov,42,3197,13.137316233969347
HDSP,2019,Nov,29,3182,9.113764927718416
KVSP,2019,Nov,57,3649,15.620718004932858
LAC,2019,Nov,46,3180,14.465408805031446
PBSP,2019,Nov,14,2607,5.370157268891446
SAC,2019,Nov,59,2242,26.31578947368421
SVSP,2019,Nov,47,3011,15.609432082364663
CAC,2019,Dec,5,2192,2.2810218978102186
CCI,2019,Dec,31,3719,8.335574079053508
COR,2019,Dec,24,3186,7.532956685499058
HDSP,2019,Dec,30,3122,9.609224855861628
KVSP,2019,Dec,54,3625,14.89655172413793
LAC,2019,Dec,33,3230,10.216718266253869
PBSP,2019,Dec,2,2605,0.7677543186180422
SAC,2019,Dec,6,2306,2.6019080659150045
SVSP,2019,Dec,49,2986,16.409912926992632
CAC,2020,Jan,0,2151,0.0
CAC,2020,Jan,6,2151,2.7894002789400276
CCI,2020,Jan,0,3715,0.0
CCI,2020,Jan,41,3715,11.036339165545087
COR,2020,Jan,0,3091,0.0
COR,2020,Jan,26,3091,8.411517308314462
HDSP,2020,Jan,0,3177,0.0
HDSP,2020,Jan,27,3177,8.4985835694051
KVSP,2020,Jan,0,3587,0.0
KVSP,2020,Jan,37,3587,10.31502648452746
LAC,2020,Jan,0,3253,0.0
LAC,2020,Jan,43,3253,13.218567476175837
PBSP,2020,Jan,0,2657,0.0
PBSP,2020,Jan,24,2657,9.03274369589763
SAC,2020,Jan,0,2387,0.0
SAC,2020,Jan,57,2387,23.87934645999162
SVSP,2020,Jan,0,2968,0.0
SVSP,2020,Jan,52,2968,17.52021563342318
CAC,2020,Feb,0,2120,0.0
CAC,2020,Feb,5,2120,2.3584905660377355
CCI,2020,Feb,0,3679,0.0
CCI,2020,Feb,35,3679,9.513454743136721
COR,2020,Feb,0,2965,0.0
COR,2020,Feb,24,2965,8.094435075885327
HDSP,2020,Feb,0,3270,0.0
HDSP,2020,Feb,41,3270,12.53822629969419
KVSP,2020,Feb,0,3551,0.0
KVSP,2020,Feb,57,3551,16.051816389749366
LAC,2020,Feb,0,3244,0.0
LAC,2020,Feb,38,3244,11.713933415536376
PBSP,2020,Feb,0,2636,0.0
PBSP,2020,Feb,27,2636,10.24279210925645
SAC,2020,Feb,0,2465,0.0
SAC,2020,Feb,62,2465,25.15212981744422
SVSP,2020,Feb,0,3000,0.0
SVSP,2020,Feb,66,3000,22.0
CAC,2020,Mar,0,2076,0.0
CAC,2020,Mar,5,2076,2.4084778420038533
CCI,2020,Mar,0,3684,0.0
CCI,2020,Mar,40,3684,10.857763300760043
COR,2020,Mar,0,2859,0.0
COR,2020,Mar,23,2859,8.044770898915706
HDSP,2020,Mar,0,3364,0.0
HDSP,2020,Mar,39,3364,11.59334126040428
KVSP,2020,Mar,0,3643,0.0
KVSP,2020,Mar,46,3643,12.626955805654681
LAC,2020,Mar,0,3260,0.0
LAC,2020,Mar,41,3260,12.576687116564418
PBSP,2020,Mar,0,2684,0.0
PBSP,2020,Mar,13,2684,4.843517138599106
SAC,2020,Mar,0,2445,0.0
SAC,2020,Mar,68,2445,27.811860940695297
SVSP,2020,Mar,0,2972,0.0
SVSP,2020,Mar,55,2972,18.50605652759085
CAC,2020,Apr,0,2086,0.0
CAC,2020,Apr,4,2086,1.9175455417066154
CCI,2020,Apr,0,3537,0.0
CCI,2020,Apr,35,3537,9.895391574780888
COR,2020,Apr,0,3759,0.0
COR,2020,Apr,21,3759,5.58659217877095
HDSP,2020,Apr,0,3297,0.0
HDSP,2020,Apr,29,3297,8.795875037913254
KVSP,2020,Apr,0,3580,0.0
KVSP,2020,Apr,66,3580,18.435754189944134
LAC,2020,Apr,0,3208,0.0
LAC,2020,Apr,25,3208,7.793017456359102
PBSP,2020,Apr,0,2614,0.0
PBSP,2020,Apr,12,2614,4.590665646518746
SAC,2020,Apr,0,2390,0.0
SAC,2020,Apr,47,2390,19.665271966527197
SVSP,2020,Apr,0,2916,0.0
SVSP,2020,Apr,45,2916,15.432098765432098
CAC,2020,May,0,2206,0.0
CAC,2020,May,7,2206,3.173164097914778
CCI,2020,May,0,3679,0.0
CCI,2020,May,38,3679,10.328893721119869
COR,2020,May,0,3780,0.0
COR,2020,May,26,3780,6.878306878306878
HDSP,2020,May,0,3465,0.0
HDSP,2020,May,33,3465,9.523809523809526
KVSP,2020,May,0,3692,0.0
KVSP,2020,May,31,3692,8.396533044420368
LAC,2020,May,0,3192,0.0
LAC,2020,May,35,3192,10.964912280701753
PBSP,2020,May,0,2587,0.0
PBSP,2020,May,11,2587,4.252029377657518
SAC,2020,May,0,2373,0.0
SAC,2020,May,77,2373,32.448377581120944
SVSP,2020,May,0,2945,0.0
SVSP,2020,May,45,2945,15.280135823429541
CAC,2020,Jun,0,2167,0.0
CAC,2020,Jun,8,2167,3.691739732348869
CCI,2020,Jun,0,3736,0.0
CCI,2020,Jun,53,3736,14.18629550321199
COR,2020,Jun,0,3618,0.0
COR,2020,Jun,23,3618,6.357103372028745
HDSP,2020,Jun,0,3589,0.0
HDSP,2020,Jun,33,3589,9.19476177208136
KVSP,2020,Jun,0,3748,0.0
KVSP,2020,Jun,40,3748,10.672358591248667
LAC,2020,Jun,0,3149,0.0
LAC,2020,Jun,22,3149,6.986344871387741
PBSP,2020,Jun,0,2535,0.0
PBSP,2020,Jun,8,2535,3.1558185404339247
SAC,2020,Jun,0,2394,0.0
SAC,2020,Jun,54,2394,22.55639097744361
SVSP,2020,Jun,0,2938,0.0
SVSP,2020,Jun,51,2938,17.358747447243022
CAC,2020,Jul,0,2100,0.0
CCI,2020,Jul,0,3472,0.0
CCI,2020,Jul,27,3472,7.776497695852535
COR,2020,Jul,0,3497,0.0
COR,2020,Jul,15,3497,4.2893909064912785
HDSP,2020,Jul,0,3480,0.0
HDSP,2020,Jul,28,3480,8.045977011494253
KVSP,2020,Jul,0,3631,0.0
KVSP,2020,Jul,35,3631,9.639217846323328
LAC,2020,Jul,0,3114,0.0
LAC,2020,Jul,23,3114,7.385998715478484
PBSP,2020,Jul,0,2444,0.0
PBSP,2020,Jul,11,2444,4.500818330605565
SAC,2020,Jul,0,2354,0.0
SAC,2020,Jul,60,2354,25.488530161427356
SVSP,2020,Jul,0,2863,0.0
SVSP,2020,Jul,34,2863,11.875654907439747
CAC,2020,Aug,0,2250,0.0
CAC,2020,Aug,9,2250,4.0
CCI,2020,Aug,0,3346,0.0
CCI,2020,Aug,25,3346,7.471607890017932
COR,2020,Aug,0,3363,0.0
COR,2020,Aug,14,3363,4.162949747249479
HDSP,2020,Aug,0,3375,0.0
HDSP,2020,Aug,24,3375,7.111111111111112
KVSP,2020,Aug,0,3577,0.0
KVSP,2020,Aug,26,3577,7.26866088901314
LAC,2020,Aug,0,3067,0.0
LAC,2020,Aug,19,3067,6.19497880665145
PBSP,2020,Aug,0,2394,0.0
PBSP,2020,Aug,10,2394,4.177109440267335
SAC,2020,Aug,0,2292,0.0
SAC,2020,Aug,57,2292,24.869109947643977
SVSP,2020,Aug,0,2801,0.0
SVSP,2020,Aug,40,2801,14.280614066404857
CAC,2020,Sep,0,2212,0.0
CAC,2020,Sep,1,2212,0.4520795660036166
CCI,2020,Sep,0,3137,0.0
CCI,2020,Sep,22,3137,7.013069811922219
COR,2020,Sep,0,3285,0.0
COR,2020,Sep,15,3285,4.5662100456621
HDSP,2020,Sep,0,3379,0.0
HDSP,2020,Sep,27,3379,7.990529742527374
KVSP,2020,Sep,0,3582,0.0
KVSP,2020,Sep,25,3582,6.979341150195421
LAC,2020,Sep,0,3023,0.0
LAC,2020,Sep,28,3023,9.26232219649355
PBSP,2020,Sep,0,2333,0.0
PBSP,2020,Sep,7,2333,3.0004286326618086
SAC,2020,Sep,0,2283,0.0
SAC,2020,Sep,49,2283,21.462987297415683
SVSP,2020,Sep,0,2804,0.0
SVSP,2020,Sep,33,2804,11.768901569186877
CAC,2020,Oct,0,2175,0.0
CAC,2020,Oct,4,2175,1.839080459770115
CCI,2020,Oct,0,3034,0.0
CCI,2020,Oct,27,3034,8.899143045484509
COR,2020,Oct,0,3013,0.0
COR,2020,Oct,15,3013,4.978426817125788
HDSP,2020,Oct,0,3367,0.0
HDSP,2020,Oct,33,3367,9.801009801009801
KVSP,2020,Oct,0,3691,0.0
KVSP,2020,Oct,33,3691,8.940666486047142
LAC,2020,Oct,0,2870,0.0
LAC,2020,Oct,21,2870,7.317073170731708
PBSP,2020,Oct,0,2307,0.0
PBSP,2020,Oct,6,2307,2.6007802340702213
SAC,2020,Oct,0,2290,0.0
SAC,2020,Oct,60,2290,26.200873362445414
SVSP,2020,Oct,0,2844,0.0
SVSP,2020,Oct,38,2844,13.361462728551336
CAC,2020,Nov,0,2109,0.0
CAC,2020,Nov,2,2109,0.948316737790422
CCI,2020,Nov,0,3017,0.0
CCI,2020,Nov,28,3017,9.280742459396752
COR,2020,Nov,0,3025,0.0
COR,2020,Nov,10,3025,3.3057851239669422
HDSP,2020,Nov,0,3366,0.0
HDSP,2020,Nov,12,3366,3.5650623885918002
KVSP,2020,Nov,0,3711,0.0
KVSP,2020,Nov,22,3711,5.928321207221773
LAC,2020,Nov,0,2807,0.0
LAC,2020,Nov,29,2807,10.331314570716067
PBSP,2020,Nov,0,2261,0.0
PBSP,2020,Nov,9,2261,3.9805395842547546
SAC,2020,Nov,0,2291,0.0
SAC,2020,Nov,44,2291,19.20558707987778
SVSP,2020,Nov,0,2865,0.0
SVSP,2020,Nov,40,2865,13.961605584642234
CAC,2020,Dec,0,2044,0.0
CAC,2020,Dec,2,2044,0.9784735812133072
CCI,2020,Dec,0,2948,0.0
CCI,2020,Dec,20,2948,6.784260515603799
COR,2020,Dec,0,2972,0.0
COR,2020,Dec,10,2972,3.3647375504710633
HDSP,2020,Dec,0,3337,0.0
HDSP,2020,Dec,11,3337,3.296373988612526
KVSP,2020,Dec,0,3687,0.0
KVSP,2020,Dec,19,3687,5.153241117439653
LAC,2020,Dec,0,2778,0.0
LAC,2020,Dec,18,2778,6.479481641468682
PBSP,2020,Dec,0,2228,0.0
PBSP,2020,Dec,5,2228,2.244165170556553
SAC,2020,Dec,0,2272,0.0
SAC,2020,Dec,48,2272,21.12676056338028
SVSP,2020,Dec,0,2851,0.0
SVSP,2020,Dec,30,2851,10.52262364082778
CAC,2021,Jan,6,2017,2.974714923153198
CCI,2021,Jan,18,2960,6.081081081081082
COR,2021,Jan,9,2973,3.0272452068617555
HDSP,2021,Jan,21,3326,6.313890559230307
KVSP,2021,Jan,45,3696,12.175324675324676
LAC,2021,Jan,20,2747,7.280669821623589
PBSP,2021,Jan,9,2210,4.0723981900452495
SAC,2021,Jan,37,2277,16.249451032059728
SVSP,2021,Jan,35,2935,11.92504258943782
CAC,2021,Feb,2,1942,1.0298661174047374
CCI,2021,Feb,21,2941,7.140428425705543
COR,2021,Feb,17,3010,5.647840531561462
HDSP,2021,Feb,22,3319,6.628502561012353
KVSP,2021,Feb,39,3691,10.566242210782985
LAC,2021,Feb,20,2725,7.339449541284404
PBSP,2021,Feb,10,2201,4.543389368468878
SAC,2021,Feb,46,2274,20.22867194371152
SVSP,2021,Feb,61,3023,20.178630499503807
CAC,2021,Mar,4,1863,2.147074610842727
CCI,2021,Mar,24,2925,8.205128205128204
COR,2021,Mar,16,3056,5.235602094240838
HDSP,2021,Mar,28,3325,8.421052631578947
KVSP,2021,Mar,43,3700,11.621621621621621
LAC,2021,Mar,23,2730,8.424908424908425
PBSP,2021,Mar,14,2172,6.445672191528545
SAC,2021,Mar,45,2267,19.850022055580062
SVSP,2021,Mar,66,3090,21.359223300970875
CAC,2021,Apr,10,2001,4.997501249375313
CCI,2021,Apr,20,2984,6.702412868632708
COR,2021,Apr,22,3118,7.055805003207183
HDSP,2021,Apr,34,3340,10.179640718562874
KVSP,2021,Apr,31,3649,8.495478213209099
LAC,2021,Apr,24,2791,8.599068434252956
PBSP,2021,Apr,3,2149,1.3959981386691485
SAC,2021,Apr,43,2240,19.196428571428573
SVSP,2021,Apr,64,3091,20.705273374312522
CAC,2021,May,2,2018,0.9910802775024776
CCI,2021,May,27,2979,9.06344410876133
COR,2021,May,27,3171,8.514664143803218
HDSP,2021,May,38,3298,11.522134627046695
KVSP,2021,May,27,3571,7.560907308877065
LAC,2021,May,30,2819,10.642071656615823
PBSP,2021,May,17,2105,8.076009501187649
SAC,2021,May,58,2221,26.114362899594777
SVSP,2021,May,63,3065,20.554649265905383
CAC,2021,Jun,2,2110,0.9478672985781991
CCI,2021,Jun,22,3013,7.301692665117823
COR,2021,Jun,19,3288,5.778588807785888
HDSP,2021,Jun,32,3319,9.641458270563422
KVSP,2021,Jun,32,3531,9.062588501840837
LAC,2021,Jun,19,2806,6.7712045616536
PBSP,2021,Jun,7,2129,3.2879286049788634
SAC,2021,Jun,43,2166,19.852262234533704
SVSP,2021,Jun,61,3047,20.019691499835904
CAC,2021,Jul,9,2076,4.335260115606936
CCI,2021,Jul,22,2869,7.668177065179505
COR,2021,Jul,16,3270,4.892966360856269
HDSP,2021,Jul,19,3255,5.837173579109063
KVSP,2021,Jul,33,3497,9.436659994280813
LAC,2021,Jul,45,2771,16.239624684229522
PBSP,2021,Jul,16,2147,7.452258965999069
SAC,2021,Jul,42,2118,19.8300283286119
SVSP,2021,Jul,65,3044,21.353482260183966
CAC,2021,Aug,6,2127,2.8208744710860367
CCI,2021,Aug,26,2817,9.229676961306355
COR,2021,Aug,18,3418,5.26623756582797
HDSP,2021,Aug,21,3261,6.439742410303588
KVSP,2021,Aug,32,3517,9.098663633778788
LAC,2021,Aug,28,2782,10.0647016534867
PBSP,2021,Aug,4,2136,1.8726591760299625
SAC,2021,Aug,39,2113,18.457169900615238
SVSP,2021,Aug,63,3042,20.710059171597635
CAC,2021,Sep,4,2135,1.873536299765808
CCI,2021,Sep,23,2719,8.45899227657227
COR,2021,Sep,32,3464,9.237875288683602
HDSP,2021,Sep,23,3246,7.085643869377695
KVSP,2021,Sep,23,3493,6.584597766962497
LAC,2021,Sep,40,2821,14.179369018078695
PBSP,2021,Sep,8,2101,3.8077106139933363
SAC,2021,Sep,38,2059,18.455560951918407
SVSP,2021,Sep,44,3032,14.511873350923484
CAC,2021,Oct,11,2110,5.213270142180095
CCI,2021,Oct,15,2678,5.601194921583271
COR,2021,Oct,22,3521,6.248224936097699
HDSP,2021,Oct,31,3229,9.600495509445649
KVSP,2021,Oct,16,3480,4.597701149425287
LAC,2021,Oct,46,2816,16.335227272727273
PBSP,2021,Oct,13,2061,6.307617661329452
SAC,2021,Oct,51,2044,24.951076320939332
SVSP,2021,Oct,78,3000,26.0
CAC,2021,Nov,6,2146,2.7958993476234855
CCI,2021,Nov,24,2703,8.879023307436182
COR,2021,Nov,17,3657,4.648619086683073
HDSP,2021,Nov,34,2984,11.394101876675604
KVSP,2021,Nov,24,3449,6.958538706871557
LAC,2021,Nov,41,2773,14.785430941218896
PBSP,2021,Nov,12,2041,5.879470847623714
SAC,2021,Nov,64,2028,31.558185404339252
SVSP,2021,Nov,49,3041,16.113120683985528
CAC,2021,Dec,1,2167,0.46146746654360865
CCI,2021,Dec,39,3100,12.580645161290322
COR,2021,Dec,37,3651,10.13420980553273
HDSP,2021,Dec,16,2349,6.811409110259685
KVSP,2021,Dec,26,3426,7.589025102159954
LAC,2021,Dec,44,2819,15.608371763036537
PBSP,2021,Dec,11,2005,5.486284289276808
SAC,2021,Dec,44,1943,22.645393721049924
SVSP,2021,Dec,57,3062,18.615284128020903
CAC,2022,Jan,1,2051,0.4875670404680643
CCI,2022,Jan,46,3071,14.978834255942688
COR,2022,Jan,30,3532,8.493771234428085
HDSP,2022,Jan,7,2269,3.085059497576025
KVSP,2022,Jan,22,3376,6.516587677725118
LAC,2022,Jan,32,2805,11.408199643493761
PBSP,2022,Jan,8,1951,4.1004613018964635
SAC,2022,Jan,42,1860,22.58064516129032
SVSP,2022,Jan,38,3032,12.532981530343008
CAC,2022,Feb,6,1994,3.009027081243731
CCI,2022,Feb,26,3157,8.235666772252138
COR,2022,Feb,20,3484,5.7405281285878305
HDSP,2022,Feb,10,2259,4.426737494466578
KVSP,2022,Feb,27,3404,7.931844888366627
LAC,2022,Feb,57,2794,20.40085898353615
PBSP,2022,Feb,4,1935,2.0671834625322996
SAC,2022,Feb,23,1827,12.588943623426381
SVSP,2022,Feb,54,3022,17.86896095301125
CAC,2022,Mar,5,2065,2.4213075060532687
CCI,2022,Mar,39,3152,12.373096446700508
COR,2022,Mar,26,3467,7.499278915488896
HDSP,2022,Mar,31,2285,13.566739606126914
KVSP,2022,Mar,24,3323,7.222389407162202
LAC,2022,Mar,41,2799,14.648088603072527
PBSP,2022,Mar,14,1872,7.478632478632479
SAC,2022,Mar,38,1778,21.372328458942633
SVSP,2022,Mar,48,2923,16.421484775915154
CAC,2022,Apr,3,2057,1.4584346135148274
CCI,2022,Apr,52,3150,16.50793650793651
COR,2022,Apr,37,3457,10.702921608330923
HDSP,2022,Apr,22,2401,9.162848812994586
KVSP,2022,Apr,36,3259,11.04633323105247
LAC,2022,Apr,51,2697,18.909899888765295
PBSP,2022,Apr,12,1839,6.525285481239805
SAC,2022,Apr,41,1948,21.04722792607803
SVSP,2022,Apr,49,2920,16.78082191780822
CAC,2022,May,0,2051,0.0
CCI,2022,May,39,3069,12.707722385141741
COR,2022,May,42,3481,12.065498419994254
HDSP,2022,May,23,2204,10.43557168784029
KVSP,2022,May,36,3147,11.439466158245947
LAC,2022,May,43,2656,16.18975903614458
PBSP,2022,May,3,1747,1.7172295363480252
SAC,2022,May,57,2010,28.358208955223883
SVSP,2022,May,68,2928,23.224043715846996
CAC,2022,Jun,1,1963,0.5094243504839532
CCI,2022,Jun,28,3051,9.177318911832186
COR,2022,Jun,62,3466,17.88805539526832
HDSP,2022,Jun,18,1968,9.146341463414634
KVSP,2022,Jun,38,3045,12.479474548440065
LAC,2022,Jun,66,2378,27.754415475189237
PBSP,2022,Jun,11,1696,6.485849056603774
SAC,2022,Jun,56,2108,26.565464895635674
SVSP,2022,Jun,42,2974,14.122394082044385
CAC,2022,Jul,4,1934,2.0682523267838677
CCI,2022,Jul,32,2998,10.67378252168112
COR,2022,Jul,35,3476,10.069044879171463
HDSP,2022,Jul,10,1859,5.3792361484669176
KVSP,2022,Jul,31,2965,10.45531197301855
LAC,2022,Jul,64,2371,26.992830029523407
PBSP,2022,Jul,9,1684,5.344418052256532
SAC,2022,Jul,53,2077,25.51757342320655
SVSP,2022,Jul,54,3003,17.982017982017982
CAC,2022,Aug,7,1954,3.5823950870010237
CCI,2022,Aug,38,2960,12.837837837837839
COR,2022,Aug,39,3433,11.360326245266531
HDSP,2022,Aug,22,1819,12.094557449147883
KVSP,2022,Aug,37,2878,12.856150104239054
LAC,2022,Aug,59,2400,24.583333333333332
PBSP,2022,Aug,8,1692,4.7281323877068555
SAC,2022,Aug,71,2083,34.08545367258761
SVSP,2022,Aug,71,3036,23.386034255599473
CAC,2022,Sep,8,2003,3.99400898652022
CCI,2022,Sep,38,2957,12.850862360500507
COR,2022,Sep,33,3416,9.660421545667448
HDSP,2022,Sep,17,1770,9.6045197740113
KVSP,2022,Sep,33,2680,12.313432835820896
LAC,2022,Sep,50,2413,20.721094073767095
PBSP,2022,Sep,11,1757,6.260671599317018
SAC,2022,Sep,66,1996,33.06613226452906
SVSP,2022,Sep,49,3026,16.192994051553203
CAC,2022,Oct,12,1936,6.198347107438017
CCI,2022,Oct,41,2890,14.186851211072664
COR,2022,Oct,45,3323,13.54198013842913
HDSP,2022,Oct,9,2382,3.778337531486146
KVSP,2022,Oct,22,2611,8.425890463423976
LAC,2022,Oct,52,2445,21.267893660531698
PBSP,2022,Oct,18,1783,10.095344924284914
SAC,2022,Oct,40,1971,20.294266869609334
SVSP,2022,Oct,53,3028,17.50330250990753
CAC,2022,Nov,4,1930,2.0725388601036268
CCI,2022,Nov,38,2806,13.5424091233072
COR,2022,Nov,44,3267,13.468013468013467
HDSP,2022,Nov,9,2331,3.8610038610038613
KVSP,2022,Nov,18,2533,7.106198183971575
LAC,2022,Nov,65,2479,26.220250100847117
PBSP,2022,Nov,18,1817,9.906439185470555
SAC,2022,Nov,54,1935,27.906976744186046
SVSP,2022,Nov,70,3047,22.97341647522153
CAC,2022,Dec,4,1837,2.177463255307567
CCI,2022,Dec,29,2725,10.642201834862384
COR,2022,Dec,62,3387,18.305284912902273
HDSP,2022,Dec,8,2407,3.3236393851267136
KVSP,2022,Dec,26,2485,10.46277665995976
LAC,2022,Dec,51,2523,20.214030915576696
PBSP,2022,Dec,21,1770,11.864406779661017
SAC,2022,Dec,44,1782,24.691358024691358
SVSP,2022,Dec,42,3046,13.788575180564676
CAC,2023,Jan,7,1820,3.8461538461538463
CCI,2023,Jan,34,2651,12.825348924933987
COR,2023,Jan,73,3497,20.87503574492422
HDSP,2023,Jan,10,2123,4.710315591144607
KVSP,2023,Jan,17,2496,6.810897435897436
LAC,2023,Jan,59,2554,23.101018010963198
PBSP,2023,Jan,20,1740,11.494252873563218
SAC,2023,Jan,50,1640,30.48780487804878
SVSP,2023,Jan,48,3012,15.936254980079681
CAC,2023,Feb,4,1771,2.258610954263128
CCI,2023,Feb,44,2572,17.107309486780714
COR,2023,Feb,51,3484,14.638346727898966
HDSP,2023,Feb,9,2020,4.455445544554455
KVSP,2023,Feb,20,2481,8.061265618702135
LAC,2023,Feb,74,2570,28.793774319066145
PBSP,2023,Feb,12,1713,7.005253940455342
SAC,2023,Feb,44,1586,27.742749054224465
SVSP,2023,Feb,41,3053,13.429413691451032
CAC,2023,Mar,7,1655,4.229607250755287
CCI,2023,Mar,19,2383,7.973143096936634
COR,2023,Mar,59,3463,17.037250938492637
HDSP,2023,Mar,26,2352,11.054421768707483
KVSP,2023,Mar,32,2591,12.350443844075647
LAC,2023,Mar,65,2637,24.649222601441032
PBSP,2023,Mar,17,1676,10.143198090692124
SAC,2023,Mar,61,1509,40.424121935056334
SVSP,2023,Mar,64,2985,21.440536013400337
CAC,2023,Apr,6,1387,4.325883201153569
CCI,2023,Apr,23,2188,10.511882998171846
COR,2023,Apr,67,3403,19.68851013811343
HDSP,2023,Apr,19,2573,7.384376214535562
KVSP,2023,Apr,30,2685,11.1731843575419
LAC,2023,Apr,68,2636,25.796661608497722
PBSP,2023,Apr,17,1632,10.416666666666666
SAC,2023,Apr,62,1512,41.00529100529101
SVSP,2023,Apr,57,2990,19.06354515050167
CAC,2023,May,2,1025,1.951219512195122
CCI,2023,May,19,1937,9.80898296334538
COR,2023,May,43,3337,12.885825591848965
HDSP,2023,May,12,2562,4.68384074941452
KVSP,2023,May,32,2763,11.58161418747738
LAC,2023,May,87,2626,33.13023610053313
PBSP,2023,May,16,1631,9.809932556713672
SAC,2023,May,66,1556,42.41645244215938
SVSP,2023,May,61,2994,20.374081496325985
CAC,2023,Jun,0,642,0.0
CCI,2023,Jun,24,1661,14.449127031908489
COR,2023,Jun,34,3389,10.032457952198289
HDSP,2023,Jun,16,2501,6.397441023590564
KVSP,2023,Jun,35,2793,12.531328320802004
LAC,2023,Jun,91,2660,34.21052631578947
PBSP,2023,Jun,9,1627,5.531653349723417
SAC,2023,Jun,47,1759,26.7197271176805
SVSP,2023,Jun,64,2986,21.433355659745477
