Institution,Year,Month,Inmate Count
WSP,2018,Apr,4848
ASP,2018,May,4321
CAL,2018,May,3629
CCC,2018,May,4608
CCI,2018,May,3252
CEN,2018,May,3398
CHCF,2018,May,2664
CIM,2018,May,3580
CMC,2018,May,3807
CMF,2018,May,2450
COR,2018,May,3152
CRC,2018,May,2391
CTF,2018,May,5306
CVSP,2018,May,2980
DVI,2018,May,2198
FOL,2018,May,2351
HDSP,2018,May,3429
ISP,2018,May,2944
KVSP,2018,May,3445
LAC,2018,May,3205
MCSP,2018,May,4256
NKSP,2018,May,4511
PBSP,2018,May,2664
PVSP,2018,May,2898
RJD,2018,May,3873
SAC,2018,May,2182
SATF,2018,May,6006
SCC,2018,May,4266
SOL,2018,May,3952
SQ,2018,May,3905
SVSP,2018,May,3264
VSP,2018,May,3507
WSP,2018,May,4938
ASP,2018,Jun,4326
CAL,2018,Jun,3618
CCC,2018,Jun,4711
CCI,2018,Jun,3331
CEN,2018,Jun,3379
CHCF,2018,Jun,2683
CIM,2018,Jun,3633
CMC,2018,Jun,3911
CMF,2018,Jun,2448
COR,2018,Jun,3199
CRC,2018,Jun,2420
CTF,2018,Jun,5310
CVSP,2018,Jun,2946
DVI,2018,Jun,2206
FOL,2018,Jun,2301
HDSP,2018,Jun,3420
ISP,2018,Jun,2904
KVSP,2018,Jun,3526
LAC,2018,Jun,3122
MCSP,2018,Jun,4301
NKSP,2018,Jun,4310
PBSP,2018,Jun,2641
PVSP,2018,Jun,2966
RJD,2018,Jun,3915
SAC,2018,Jun,2155
SATF,2018,Jun,5926
SCC,2018,Jun,4252
SOL,2018,Jun,3993
SQ,2018,Jun,4134
SVSP,2018,Jun,3190
VSP,2018,Jun,3487
WSP,2018,Jun,5030
ASP,2018,Jul,4326
CAL,2018,Jul,3566
CCC,2018,Jul,4727
CCI,2018,Jul,3339
CEN,2018,Jul,3346
CHCF,2018,Jul,2719
CIM,2018,Jul,3730
CMC,2018,Jul,3894
CMF,2018,Jul,2400
COR,2018,Jul,3232
CRC,2018,Jul,2469
CTF,2018,Jul,5335
CVSP,2018,Jul,2904
DVI,2018,Jul,2037
FOL,2018,Jul,2371
HDSP,2018,Jul,3464
ISP,2018,Jul,3065
KVSP,2018,Jul,3555
LAC,2018,Jul,3172
MCSP,2018,Jul,4208
NKSP,2018,Jul,4378
PBSP,2018,Jul,2624
PVSP,2018,Jul,3028
RJD,2018,Jul,3895
SAC,2018,Jul,2156
SATF,2018,Jul,5853
SCC,2018,Jul,4253
SOL,2018,Jul,4044
SQ,2018,Jul,4408
SVSP,2018,Jul,3166
VSP,2018,Jul,3459
WSP,2018,Jul,4994
ASP,2018,Aug,4346
CAL,2018,Aug,3457
CCC,2018,Aug,4888
CCI,2018,Aug,3410
CEN,2018,Aug,3354
CHCF,2018,Aug,2704
CIM,2018,Aug,3815
CMC,2018,Aug,4021
CMF,2018,Aug,2384
COR,2018,Aug,3171
CRC,2018,Aug,2491
CTF,2018,Aug,5287
CVSP,2018,Aug,2927
DVI,2018,Aug,1929
FOL,2018,Aug,2432
HDSP,2018,Aug,3396
ISP,2018,Aug,3114
KVSP,2018,Aug,3652
LAC,2018,Aug,3164
MCSP,2018,Aug,4161
NKSP,2018,Aug,4139
PBSP,2018,Aug,2611
PVSP,2018,Aug,3123
RJD,2018,Aug,3983
SAC,2018,Aug,2138
SATF,2018,Aug,5852
SCC,2018,Aug,4290
SOL,2018,Aug,4073
SQ,2018,Aug,4406
SVSP,2018,Aug,3244
VSP,2018,Aug,3572
WSP,2018,Aug,4804
ASP,2018,Sep,4294
CAL,2018,Sep,3447
CCC,2018,Sep,4886
CCI,2018,Sep,3600
CEN,2018,Sep,3408
CHCF,2018,Sep,2700
CIM,2018,Sep,3781
CMC,2018,Sep,3948
CMF,2018,Sep,2393
COR,2018,Sep,3193
CRC,2018,Sep,2437
CTF,2018,Sep,5317
CVSP,2018,Sep,2910
DVI,2018,Sep,1847
FOL,2018,Sep,2552
HDSP,2018,Sep,3343
ISP,2018,Sep,3047
KVSP,2018,Sep,3653
LAC,2018,Sep,3162
MCSP,2018,Sep,4111
NKSP,2018,Sep,4003
PBSP,2018,Sep,2576
PVSP,2018,Sep,3249
RJD,2018,Sep,3951
SAC,2018,Sep,2075
SATF,2018,Sep,5819
SCC,2018,Sep,4291
SOL,2018,Sep,4110
SQ,2018,Sep,4365
SVSP,2018,Sep,3313
VSP,2018,Sep,3578
WSP,2018,Sep,4702
ASP,2018,Oct,4306
CAL,2018,Oct,3440
CCC,2018,Oct,4787
CCI,2018,Oct,3797
CEN,2018,Oct,3420
CHCF,2018,Oct,2685
CIM,2018,Oct,3529
CMC,2018,Oct,3853
CMF,2018,Oct,2367
COR,2018,Oct,3231
CRC,2018,Oct,2113
CTF,2018,Oct,5329
CVSP,2018,Oct,2759
DVI,2018,Oct,1926
FOL,2018,Oct,2685
HDSP,2018,Oct,3301
ISP,2018,Oct,3062
KVSP,2018,Oct,3681
LAC,2018,Oct,3172
MCSP,2018,Oct,4025
NKSP,2018,Oct,4105
PBSP,2018,Oct,2548
PVSP,2018,Oct,3266
RJD,2018,Oct,3912
SAC,2018,Oct,2039
SATF,2018,Oct,5678
SCC,2018,Oct,4308
SOL,2018,Oct,4055
SQ,2018,Oct,4432
SVSP,2018,Oct,3328
VSP,2018,Oct,3481
WSP,2018,Oct,4982
ASP,2018,Nov,4247
CAL,2018,Nov,3490
CCC,2018,Nov,4607
CCI,2018,Nov,4000
CEN,2018,Nov,3428
CHCF,2018,Nov,2667
CIM,2018,Nov,3572
CMC,2018,Nov,3731
CMF,2018,Nov,2357
COR,2018,Nov,3332
CRC,2018,Nov,2262
CTF,2018,Nov,5167
CVSP,2018,Nov,2732
DVI,2018,Nov,2102
FOL,2018,Nov,2831
HDSP,2018,Nov,3325
ISP,2018,Nov,2987
KVSP,2018,Nov,3703
LAC,2018,Nov,3150
MCSP,2018,Nov,3995
NKSP,2018,Nov,4066
PBSP,2018,Nov,2570
PVSP,2018,Nov,3232
RJD,2018,Nov,3917
SAC,2018,Nov,2051
SATF,2018,Nov,5631
SCC,2018,Nov,4255
SOL,2018,Nov,4159
SQ,2018,Nov,4247
SVSP,2018,Nov,3388
VSP,2018,Nov,3297
WSP,2018,Nov,4721
ASP,2018,Dec,4192
CAL,2018,Dec,3472
CCC,2018,Dec,4411
CCI,2018,Dec,4074
CEN,2018,Dec,3374
CHCF,2018,Dec,2673
CIM,2018,Dec,3691
CMC,2018,Dec,3706
CMF,2018,Dec,2352
COR,2018,Dec,3241
CRC,2018,Dec,2420
CTF,2018,Dec,5155
CVSP,2018,Dec,2708
DVI,2018,Dec,2333
FOL,2018,Dec,2886
HDSP,2018,Dec,3328
ISP,2018,Dec,2838
KVSP,2018,Dec,3729
LAC,2018,Dec,3160
MCSP,2018,Dec,3963
NKSP,2018,Dec,4092
PBSP,2018,Dec,2555
PVSP,2018,Dec,3116
RJD,2018,Dec,3854
SAC,2018,Dec,2064
SATF,2018,Dec,5614
SCC,2018,Dec,4255
SOL,2018,Dec,4205
SQ,2018,Dec,4023
SVSP,2018,Dec,3362
VSP,2018,Dec,3238
WSP,2018,Dec,4735
ASP,2019,Jan,4110
CAL,2019,Jan,3490
CCC,2019,Jan,4197
CCI,2019,Jan,4059
CEN,2019,Jan,3391
CHCF,2019,Jan,2656
CIM,2019,Jan,3662
CMC,2019,Jan,3665
CMF,2019,Jan,2330
COR,2019,Jan,3291
CRC,2019,Jan,2314
CTF,2019,Jan,5250
CVSP,2019,Jan,2733
DVI,2019,Jan,2491
FOL,2019,Jan,2925
HDSP,2019,Jan,3240
ISP,2019,Jan,2691
KVSP,2019,Jan,3703
LAC,2019,Jan,3131
MCSP,2019,Jan,3993
NKSP,2019,Jan,4130
PBSP,2019,Jan,2578
PVSP,2019,Jan,3129
RJD,2019,Jan,3841
SAC,2019,Jan,2108
SATF,2019,Jan,5586
SCC,2019,Jan,4167
SOL,2019,Jan,4223
SQ,2019,Jan,3977
SVSP,2019,Jan,3353
VSP,2019,Jan,3186
WSP,2019,Jan,4520
ASP,2019,Feb,4133
CAL,2019,Feb,3551
CCC,2019,Feb,4120
CCI,2019,Feb,4000
CEN,2019,Feb,3450
CHCF,2019,Feb,2667
CIM,2019,Feb,3743
CMC,2019,Feb,3647
CMF,2019,Feb,2336
COR,2019,Feb,3346
CRC,2019,Feb,2445
CTF,2019,Feb,5426
CVSP,2019,Feb,2738
DVI,2019,Feb,2573
FOL,2019,Feb,2972
HDSP,2019,Feb,3179
ISP,2019,Feb,2584
KVSP,2019,Feb,3698
LAC,2019,Feb,3116
MCSP,2019,Feb,4021
NKSP,2019,Feb,4057
PBSP,2019,Feb,2559
PVSP,2019,Feb,3185
RJD,2019,Feb,3765
SAC,2019,Feb,2043
SATF,2019,Feb,5526
SCC,2019,Feb,4048
SOL,2019,Feb,4263
SQ,2019,Feb,3851
SVSP,2019,Feb,3429
VSP,2019,Feb,3124
WSP,2019,Feb,4501
ASP,2019,Mar,4043
CAL,2019,Mar,3546
CCC,2019,Mar,3984
CCI,2019,Mar,3930
CEN,2019,Mar,3488
CHCF,2019,Mar,2646
CIM,2019,Mar,3766
CMC,2019,Mar,3524
CMF,2019,Mar,2350
COR,2019,Mar,3351
CRC,2019,Mar,2617
CTF,2019,Mar,5447
CVSP,2019,Mar,2755
DVI,2019,Mar,2569
FOL,2019,Mar,2983
HDSP,2019,Mar,3224
ISP,2019,Mar,2578
KVSP,2019,Mar,3716
LAC,2019,Mar,3136
MCSP,2019,Mar,4051
NKSP,2019,Mar,4148
PBSP,2019,Mar,2553
PVSP,2019,Mar,3260
RJD,2019,Mar,3763
SAC,2019,Mar,2057
SATF,2019,Mar,5508
SCC,2019,Mar,4014
SOL,2019,Mar,4294
SQ,2019,Mar,3885
SVSP,2019,Mar,3408
VSP,2019,Mar,3068
WSP,2019,Mar,4788
ASP,2019,Apr,3989
CAL,2019,Apr,3538
CCC,2019,Apr,4018
CCI,2019,Apr,3891
CEN,2019,Apr,3513
CHCF,2019,Apr,2647
CIM,2019,Apr,3675
CMC,2019,Apr,3427
CMF,2019,Apr,2520
COR,2019,Apr,3235
CRC,2019,Apr,2753
CTF,2019,Apr,5551
CVSP,2019,Apr,2789
DVI,2019,Apr,2368
FOL,2019,Apr,3015
HDSP,2019,Apr,3187
ISP,2019,Apr,2642
KVSP,2019,Apr,3679
LAC,2019,Apr,3200
MCSP,2019,Apr,4088
NKSP,2019,Apr,3954
PBSP,2019,Apr,2588
PVSP,2019,Apr,3357
RJD,2019,Apr,3773
SAC,2019,Apr,2101
SATF,2019,Apr,5598
SCC,2019,Apr,4106
SOL,2019,Apr,4373
SQ,2019,Apr,3973
SVSP,2019,Apr,3337
VSP,2019,Apr,2962
WSP,2019,Apr,4992
ASP,2019,May,3775
CAL,2019,May,3506
CCC,2019,May,4050
CCI,2019,May,3858
CEN,2019,May,3531
CHCF,2019,May,2675
CIM,2019,May,3663
CMC,2019,May,3463
CMF,2019,May,2561
COR,2019,May,3192
CRC,2019,May,2890
CTF,2019,May,5571
CVSP,2019,May,2746
DVI,2019,May,2343
FOL,2019,May,3006
HDSP,2019,May,3128
ISP,2019,May,2626
KVSP,2019,May,3644
LAC,2019,May,3193
MCSP,2019,May,4054
NKSP,2019,May,4033
PBSP,2019,May,2600
PVSP,2019,May,3460
RJD,2019,May,3876
SAC,2019,May,2100
SATF,2019,May,5498
SCC,2019,May,3851
SOL,2019,May,4478
SQ,2019,May,4088
SVSP,2019,May,3189
VSP,2019,May,2907
WSP,2019,May,5011
ASP,2019,Jun,3744
CAL,2019,Jun,3493
CCC,2019,Jun,3853
CCI,2019,Jun,3739
CEN,2019,Jun,3515
CHCF,2019,Jun,2704
CIM,2019,Jun,3665
CMC,2019,Jun,3540
CMF,2019,Jun,2539
COR,2019,Jun,3179
CRC,2019,Jun,2933
CTF,2019,Jun,5492
CVSP,2019,Jun,2741
DVI,2019,Jun,2249
FOL,2019,Jun,2995
HDSP,2019,Jun,3127
ISP,2019,Jun,2693
KVSP,2019,Jun,3604
LAC,2019,Jun,3207
MCSP,2019,Jun,4035
NKSP,2019,Jun,4246
PBSP,2019,Jun,2663
PVSP,2019,Jun,3416
RJD,2019,Jun,3980
SAC,2019,Jun,2112
SATF,2019,Jun,5454
SCC,2019,Jun,3918
SOL,2019,Jun,4533
SQ,2019,Jun,4243
SVSP,2019,Jun,3148
VSP,2019,Jun,2885
WSP,2019,Jun,5023
ASP,2019,Jul,3751
CAL,2019,Jul,3474
CCC,2019,Jul,3964
CCI,2019,Jul,3678
CEN,2019,Jul,3495
CHCF,2019,Jul,2784
CIM,2019,Jul,3644
CMC,2019,Jul,3682
CMF,2019,Jul,2556
COR,2019,Jul,3161
CRC,2019,Jul,2958
CTF,2019,Jul,5414
CVSP,2019,Jul,2709
DVI,2019,Jul,2169
FOL,2019,Jul,2994
HDSP,2019,Jul,3130
ISP,2019,Jul,2681
KVSP,2019,Jul,3568
LAC,2019,Jul,3175
MCSP,2019,Jul,3970
NKSP,2019,Jul,4195
PBSP,2019,Jul,2625
PVSP,2019,Jul,3332
RJD,2019,Jul,4099
SAC,2019,Jul,2126
SATF,2019,Jul,5516
SCC,2019,Jul,4066
SOL,2019,Jul,4575
SQ,2019,Jul,4329
SVSP,2019,Jul,3143
VSP,2019,Jul,2845
WSP,2019,Jul,4906
ASP,2019,Aug,3778
CAL,2019,Aug,3449
CCC,2019,Aug,3648
CCI,2019,Aug,3709
CEN,2019,Aug,3530
CHCF,2019,Aug,2780
CIM,2019,Aug,3633
CMC,2019,Aug,3833
CMF,2019,Aug,2571
COR,2019,Aug,3182
CRC,2019,Aug,3054
CTF,2019,Aug,5329
CVSP,2019,Aug,2692
DVI,2019,Aug,2336
FOL,2019,Aug,2953
HDSP,2019,Aug,3321
ISP,2019,Aug,2740
KVSP,2019,Aug,3584
LAC,2019,Aug,3159
MCSP,2019,Aug,4008
NKSP,2019,Aug,4058
PBSP,2019,Aug,2616
PVSP,2019,Aug,3233
RJD,2019,Aug,4071
SAC,2019,Aug,2135
SATF,2019,Aug,5540
SCC,2019,Aug,4145
SOL,2019,Aug,4559
SQ,2019,Aug,4193
SVSP,2019,Aug,3051
VSP,2019,Aug,2855
WSP,2019,Aug,4979
ASP,2019,Sep,3885
CAL,2019,Sep,3442
CCC,2019,Sep,3640
CCI,2019,Sep,3779
CEN,2019,Sep,3544
CHCF,2019,Sep,2819
CIM,2019,Sep,3605
CMC,2019,Sep,3836
CMF,2019,Sep,2626
COR,2019,Sep,3212
CRC,2019,Sep,3284
CTF,2019,Sep,5273
CVSP,2019,Sep,2716
DVI,2019,Sep,2511
FOL,2019,Sep,2875
HDSP,2019,Sep,3190
ISP,2019,Sep,2738
KVSP,2019,Sep,3554
LAC,2019,Sep,3118
MCSP,2019,Sep,4009
NKSP,2019,Sep,4317
PBSP,2019,Sep,2616
PVSP,2019,Sep,3143
RJD,2019,Sep,4015
SAC,2019,Sep,2131
SATF,2019,Sep,5477
SCC,2019,Sep,4077
SOL,2019,Sep,4538
SQ,2019,Sep,4234
SVSP,2019,Sep,3015
VSP,2019,Sep,2856
WSP,2019,Sep,4825
ASP,2019,Oct,3999
CAL,2019,Oct,3384
CCC,2019,Oct,3757
CCI,2019,Oct,3749
CEN,2019,Oct,3566
CHCF,2019,Oct,2818
CIM,2019,Oct,3680
CMC,2019,Oct,3811
CMF,2019,Oct,2587
COR,2019,Oct,3225
CRC,2019,Oct,3481
CTF,2019,Oct,5215
CVSP,2019,Oct,2745
DVI,2019,Oct,2268
FOL,2019,Oct,2890
HDSP,2019,Oct,3201
ISP,2019,Oct,2839
KVSP,2019,Oct,3574
LAC,2019,Oct,3124
MCSP,2019,Oct,4051
NKSP,2019,Oct,4061
PBSP,2019,Oct,2644
PVSP,2019,Oct,3150
RJD,2019,Oct,3946
SAC,2019,Oct,2152
SATF,2019,Oct,5380
SCC,2019,Oct,4247
SOL,2019,Oct,4574
SQ,2019,Oct,4182
SVSP,2019,Oct,2931
VSP,2019,Oct,2867
WSP,2019,Oct,4818
ASP,2019,Nov,3990
CAL,2019,Nov,3292
CCC,2019,Nov,3831
CCI,2019,Nov,3720
CEN,2019,Nov,3606
CHCF,2019,Nov,2840
CIM,2019,Nov,3656
CMC,2019,Nov,3813
CMF,2019,Nov,2548
COR,2019,Nov,3147
CRC,2019,Nov,3540
CTF,2019,Nov,5194
CVSP,2019,Nov,2763
DVI,2019,Nov,2209
FOL,2019,Nov,2838
HDSP,2019,Nov,3164
ISP,2019,Nov,2844
KVSP,2019,Nov,3619
LAC,2019,Nov,3138
MCSP,2019,Nov,4027
NKSP,2019,Nov,4002
PBSP,2019,Nov,2600
PVSP,2019,Nov,3159
RJD,2019,Nov,3925
SAC,2019,Nov,2214
SATF,2019,Nov,5362
SCC,2019,Nov,4334
SOL,2019,Nov,4457
SQ,2019,Nov,4216
SVSP,2019,Nov,2963
VSP,2019,Nov,2904
WSP,2019,Nov,4780
ASP,2019,Dec,4036
CAL,2019,Dec,3189
CCC,2019,Dec,3803
CCI,2019,Dec,3694
CEN,2019,Dec,3550
CHCF,2019,Dec,2831
CIM,2019,Dec,3646
CMC,2019,Dec,3755
CMF,2019,Dec,2554
COR,2019,Dec,3141
CRC,2019,Dec,3573
CTF,2019,Dec,5095
CVSP,2019,Dec,2756
DVI,2019,Dec,2142
FOL,2019,Dec,2839
HDSP,2019,Dec,3110
ISP,2019,Dec,2840
KVSP,2019,Dec,3589
LAC,2019,Dec,3193
MCSP,2019,Dec,3989
NKSP,2019,Dec,4344
PBSP,2019,Dec,2598
PVSP,2019,Dec,3159
RJD,2019,Dec,3874
SAC,2019,Dec,2270
SATF,2019,Dec,5303
SCC,2019,Dec,4381
SOL,2019,Dec,4356
SQ,2019,Dec,4161
SVSP,2019,Dec,2946
VSP,2019,Dec,2951
WSP,2019,Dec,4828
